"","X","res_1.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation","seqnames","start","end","width"
"577",577,"peak1214",2.59845972176179,396.697735862583,1.95793752844979,0.320191357267626,6.11489811954319,9.66186700526357e-10,7.2058143549287e-08,7.14231693089908,"Sig","Up","Atp2b4","Promoter (<=1kb)","chr1",133799878,133801331,1454
"578",578,"peak1216",1.51526418385157,32.7539878697791,-0.169467333271673,0.75757687328784,-0.223696550471762,0.822993430262331,0.990932572466781,0.00395589586979069,"Not Sig","Unchanged","Optc","Promoter (<=1kb)","chr1",133908343,133908950,608
"580",580,"peak1222",2.96350440140146,919.399792507183,2.67319492196058,0.276852329306253,9.65567069151692,4.65105738520065e-22,2.12794819714055e-19,18.6720389487312,"Sig","Up","Adora1","Promoter (<=1kb)","chr1",134233117,134235633,2517
"588",588,"peak1236",2.79847006679084,628.738517601169,2.12355345931943,0.295826147035355,7.17838325178754,7.05405896882125e-13,9.02274822189389e-11,10.0446611613698,"Sig","Up","Syt2","Promoter (<=1kb)","chr1",134646123,134647631,1509
"589",589,"peak1237",2.77018247178887,589.091114015945,1.67096356487668,0.289846180856191,5.76500114626571,8.16572862374732e-09,4.95588902264215e-07,6.30487842735525,"Sig","Up","Syt2","Promoter (<=1kb)","chr1",134708762,134710375,1614
"635",635,"peak1334",2.42382156805125,265.351512870364,0.642747597645091,0.335999786281626,1.91294049546316,0.0557556706023378,0.306135047149831,0.514086948375592,"Not Sig","Unchanged","Brinp3","Promoter (<=1kb)","chr1",146494585,146495409,825
"636",636,"peak1335",2.77196641654454,591.515891214168,0.802128154764485,0.286038807316528,2.80426338750902,0.00504316884043021,0.0530783280711814,1.27508276555319,"Not Sig","Unchanged","Brinp3","Promoter (<=1kb)","chr1",146497235,146498760,1526
"650",650,"peak1374",2.47610164687465,299.296505984089,-0.78046482556759,0.345967117524377,-2.25589307779401,0.0240773281527835,0.171452772847313,0.765855486795469,"Not Sig","Unchanged","Rgl1","Promoter (<=1kb)","chr1",152624561,152625569,1009
"651",651,"peak1375",3.21281980242551,1632.3745021265,-0.0412430580035032,0.254914672440456,-0.161791620735903,0.871469951789871,0.992721182671607,0.00317271105164155,"Not Sig","Unchanged","Rgl1","Promoter (<=1kb)","chr1",152765851,152767489,1639
"654",654,"peak1378",3.13715923811132,1371.38450487677,0.852384982340985,0.255396458421333,3.33749726840295,0.000845365528229907,0.0125240678903429,1.90225458682952,"Not Sig","Unchanged","Nmnat2","Promoter (<=1kb)","chr1",152954880,152956631,1752
"655",655,"peak1381",2.06363619226607,115.780705684028,0.250790178526675,0.44727096640084,0.560711956210274,0.574993915198913,0.946610614849006,0.023828629865381,"Not Sig","Unchanged","Lamc2","Promoter (<=1kb)","chr1",153185709,153186511,803
"661",661,"peak1390",2.37139942384803,235.179478957376,2.81637372744607,0.38258467298674,7.3614389867199,1.81938170496544e-13,2.4717738262592e-11,10.6069912708411,"Sig","Up","Rgs8","Promoter (<=1kb)","chr1",153652906,153654125,1220
"662",662,"peak1391",2.17701147905896,150.318169692705,4.1958073763858,0.505551166956705,8.29947125163124,1.04575770052743e-16,2.51309307608567e-14,13.5997914263768,"Sig","Up","Rgs8","Promoter (<=1kb)","chr1",153665626,153666796,1171
"663",663,"peak1392",2.04114030734548,109.936095217178,5.10125491313682,0.618518553003436,8.24753742368094,1.61691870760319e-16,3.77138362476348e-14,13.4234992889563,"Sig","Up","Rgs8","Promoter (<=1kb)","chr1",153667386,153668256,871
"664",664,"peak1393",2.11274431726418,129.641580576242,1.21399344997512,0.452282216627321,2.68415030559436,0.00727144075870724,0.0702659817588968,1.15325488138287,"Not Sig","Unchanged","Rgs16","Promoter (<=1kb)","chr1",153739987,153741211,1225
"667",667,"peak1399",1.43098767584697,26.9766287867034,-3.63175865510995,1.00059952222633,-3.6295826396452,0.000283879839536245,0.0051010462707,2.29234073704154,"Sig","Down","Cacna1e","Promoter (<=1kb)","chr1",154725615,154726041,427
"668",668,"peak1400",2.06037460096747,114.91443893283,-1.11562528618907,0.472846138093563,-2.35938330952027,0.0183053369156928,0.141167672791329,0.850264744755428,"Not Sig","Unchanged","Cacna1e","Promoter (<=1kb)","chr1",154726165,154727069,905
"669",669,"peak1401",2.93432993851508,859.666371919442,1.11820829612658,0.263077541639644,4.25048937722805,2.13303952595151e-05,0.000548025306284151,3.26119938654153,"Sig","Up","Cacna1e","Promoter (<=1kb)","chr1",154882884,154884783,1900
"682",682,"peak1423",1.4420116908541,27.6701613023186,0.427502417177373,0.872513985166808,0.489966263515699,0.624157771803062,0.95911755880265,0.0181281581992483,"Not Sig","Unchanged","Fam163a","Promoter (2-3kb)","chr1",156201781,156202232,452
"683",683,"peak1424",1.61348103089516,41.0658702741302,-0.347334242752092,0.688416004657212,-0.504541208226329,0.613881112007739,0.957260898865662,0.0189696803051425,"Not Sig","Unchanged","Fam163a","Promoter (<=1kb)","chr1",156204587,156205096,510
"697",697,"peak1451",2.4457151273396,279.071269077239,2.32276870658015,0.341326270165009,6.80512726271331,1.00959948766491e-11,1.07229381299267e-09,8.96968619983152,"Sig","Up","Tnr","Promoter (<=1kb)","chr1",159523700,159525082,1383
"712",712,"peak1473",3.10454431258773,1272.16754717618,0.720716989194975,0.254861180495309,2.8278806046268,0.00468572787359458,0.0500575446074039,1.30053045695729,"Not Sig","Unchanged","Dnm3","Promoter (<=1kb)","chr1",162476633,162478094,1462
"726",726,"peak1490",3.24267131634176,1748.52286700538,0.765213935940882,0.25489012192442,3.00213256662721,0.00268095399075499,0.0320193656596646,1.49458727620298,"Not Sig","Unchanged","Atp1b1","Promoter (<=1kb)","chr1",164455929,164458768,2840
"748",748,"peak1529",2.18427200455893,152.852309337116,-0.573655273060804,0.419128859984005,-1.36868473596091,0.171097843676556,0.603052123475787,0.219645148955045,"Not Sig","Unchanged","Lmx1a","Promoter (<=1kb)","chr1",167688437,167689409,973
"773",773,"peak1582",2.75358731886163,567.005561696535,-0.0875755694718198,0.28641144675407,-0.305768398799429,0.759780990900784,0.98452884283881,0.00677155621225163,"Not Sig","Unchanged","Ufc1","Promoter (<=1kb)","chr1",171293963,171295084,1122
"778",778,"peak1590",2.358226098339,228.152955148324,0.781941986752525,0.354324363643171,2.20685356974208,0.0273242910857341,0.188645446668804,0.724353672893294,"Not Sig","Unchanged","F11r","Promoter (<=1kb)","chr1",171437182,171438340,1159
"789",789,"peak1611",1.73686966770953,54.5594103081375,-0.493941381349398,0.626778176933786,-0.788064102304536,0.430659211479495,0.881463300582868,0.0547957646875619,"Not Sig","Unchanged","Kcnj9","Promoter (1-2kb)","chr1",172326231,172326819,589
"790",790,"peak1612",2.77557684535969,596.453848818799,3.80248591778516,0.30804850642204,12.3437894958517,5.26197074707971e-35,7.36397329669255e-32,31.1328877950078,"Sig","Up","Kcnj9","Promoter (<=1kb)","chr1",172327391,172329390,2000
"811",811,"peak1645",2.31910395085597,208.498987756996,2.80308818883669,0.384193648228049,7.29602949388906,2.96383961120302e-13,3.98376882430119e-11,10.3997058713636,"Sig","Up","Pld5","Promoter (<=1kb)","chr1",176212660,176214122,1463
"812",812,"peak1646",2.83293402605555,680.66595045229,-0.236745132124953,0.275768996461437,-0.858490748281268,0.390621536968048,0.855775894548418,0.067639950864528,"Not Sig","Unchanged","Pld5","Promoter (<=1kb)","chr1",176274541,176275872,1332
"826",826,"peak1680",3.30348093698069,2011.31891098029,0.633772171421141,0.245386063156506,2.58275536625291,0.00980147952375006,0.0887993142991385,1.05159038779404,"Not Sig","Unchanged","Kif26b","Promoter (<=1kb)","chr1",178528045,178531079,3035
"827",827,"peak1681",1.96495615895396,92.2478300355608,2.73007918297924,0.529325466444648,5.15765697297077,2.50059190551974e-07,1.06234967900393e-05,4.97373250899309,"Sig","Up","Kif26b","Promoter (<=1kb)","chr1",178798375,178799099,725
"828",828,"peak1682",1.54295623850068,34.9105136275175,3.29963660173756,0.84637018202257,3.89857378228096,9.67609186043686e-05,0.00205172817693096,2.68788017722426,"Sig","Up","Kif26b","Promoter (<=1kb)","chr1",178799153,178799621,469
"829",829,"peak1683",1.12327957041361,13.2824922265011,3.14915482804916,1.32299216673135,2.3803276445919,0.0172972506629635,NA,NA,NA,NA,"Kif26b","Promoter (1-2kb)","chr1",178799980,178800194,215
"839",839,"peak1702",2.2036616859835,159.831246321986,-0.310205680445027,0.398716568714326,-0.778010508681128,0.436562818079603,0.885293726980212,0.0529126130960122,"Not Sig","Unchanged","Stum","Promoter (<=1kb)","chr1",180483002,180483875,874
"920",920,"peak1848",2.81592320425408,654.520425811729,1.78730373661992,0.310526565496491,5.75571926917833,8.62736565787282e-09,5.19629509788487e-07,6.28430619329111,"Sig","Up","Kcnh1","Promoter (<=1kb)","chr1",192190487,192192040,1554
"1006",1006,"peak2037",2.47529946219303,298.744186111538,0.518525672886695,0.326405814847992,1.58859202042149,0.112152530888314,0.476468011136409,0.321966251485857,"Not Sig","Unchanged","Perp","Promoter (<=1kb)","chr10",18844717,18845586,870
"1014",1014,"peak2048",3.12014078403968,1318.68414346483,0.609928328931143,0.303258958091782,2.0112458763594,0.0442994922303365,0.263337375213526,0.579487497532539,"Not Sig","Unchanged","Map3k5","Promoter (<=1kb)","chr10",19933544,19935454,1911
"1185",1185,"peak2392",2.75368252919246,567.129879889215,0.199767166422744,0.28087487574618,0.71123188178379,0.476940555116063,0.908759748761458,0.0415509171941467,"Not Sig","Unchanged","Micu1","Promoter (<=1kb)","chr10",59702362,59703381,1020
"1186",1186,"peak2393",1.90914576433708,81.1233290280691,-3.04656880207884,1.77683288948632,-1.71460626382236,0.0864174395512052,0.40671756762863,0.390707068413219,"Not Sig","Unchanged","Micu1","Promoter (<=1kb)","chr10",59862036,59862272,237
"1191",1191,"peak2403",3.28282745217605,1917.90659338983,0.897670361573661,0.251421503510323,3.57038021426358,0.000356463437557399,0.00623575120803534,2.20511122047691,"Not Sig","Unchanged","Spock2","Promoter (<=1kb)","chr10",60106153,60107882,1730
"1198",1198,"peak2419",1.7607841822123,57.6479916949995,2.38030663361236,0.625310610069825,3.8065988250968,0.00014089100881164,0.00282149662511593,2.54952046486741,"Sig","Up","Unc5b","Promoter (<=1kb)","chr10",60819594,60820544,951
"1199",1199,"peak2420",3.31621355107636,2071.15952802059,0.42847265586975,0.267982286450381,1.59888424546704,0.109846325265416,0.470433564923723,0.327501699387025,"Not Sig","Unchanged","Unc5b","Promoter (<=1kb)","chr10",60829880,60831683,1804
"1235",1235,"peak2464",2.54351552255722,349.555003173349,0.49384204963787,0.313889740791272,1.57329783507089,0.115649870407441,0.486203581350667,0.313181846490001,"Not Sig","Unchanged","Atoh7","Promoter (<=1kb)","chr10",63099843,63101033,1191
"1242",1242,"peak2474",2.73338309865107,541.231542108819,1.62796034754973,0.307041093078749,5.30209273040921,1.1448265999547e-07,5.16850965968471e-06,5.28663466771514,"Sig","Up","Lrrtm3","Promoter (2-3kb)","chr10",64086388,64087593,1206
"1243",1243,"peak2475",2.9408205921595,872.610816805185,1.31226346660509,0.263379148591594,4.98241213711241,6.27965070422714e-07,2.42138038742735e-05,4.61593697958597,"Sig","Up","Lrrtm3","Promoter (<=1kb)","chr10",64087704,64089330,1627
"1244",1244,"peak2476",2.3454334653999,221.530468214029,0.895281176997878,0.359512057897666,2.49026745370726,0.0127646998379257,0.108575249854877,0.964269162560074,"Not Sig","Unchanged","Lrrtm3","Promoter (<=1kb)","chr10",64089818,64090275,458
"1293",1293,"peak2567",2.71561301875331,519.532856703589,0.669834306773368,0.327254578293433,2.04682944472899,0.0406748335355476,0.248317927801953,0.604991924567895,"Not Sig","Unchanged","Lrrc75b","Promoter (<=1kb)","chr10",75559050,75560435,1386
"1299",1299,"peak2573",1.83412973991224,68.2542564534667,0.470235003818074,0.550807710543449,0.853718992702773,0.393260708099012,0.858058613675051,0.0664830446382552,"Not Sig","Unchanged","Gstt2","Promoter (<=1kb)","chr10",75834053,75834733,681
"1300",1300,"peak2574",2.08083175145824,120.456919193086,1.10032630166316,0.447352513285362,2.45964037081709,0.0139076299011195,0.115772016437206,0.936396402401046,"Not Sig","Unchanged","Gstt2","Promoter (<=1kb)","chr10",75837041,75837827,787
"1305",1305,"peak2580",1.86864654280596,73.9003580896509,0.0218903539500187,0.537745002250135,0.0407076846059394,0.967528935245715,0.99717780610756,0.00122739602494336,"Not Sig","Unchanged","Mmp11","Promoter (<=1kb)","chr10",75932135,75932620,486
"1306",1306,"peak2581",2.77813302030518,599.974814744444,1.75702632498667,0.289140085532492,6.07673032174305,1.22657782966062e-09,8.84288277135025e-08,7.05340613231758,"Sig","Up","Mmp11","Promoter (<=1kb)","chr10",75935576,75936729,1154
"1386",1386,"peak2691",2.85821860084352,721.470537865267,0.621576932977937,0.323875576586099,1.91918433470607,0.0549610093447329,0.303100921029333,0.518412743944654,"Not Sig","Unchanged","Cbarp","Promoter (<=1kb)","chr10",80138294,80139485,1192
"1407",1407,"peak2715",1.48710677100798,30.697765981512,-0.137291167247684,0.787658155399886,-0.174302984494564,0.86162735386118,0.992721182671607,0.00317271105164155,"Not Sig","Unchanged","Adamtsl5","Promoter (1-2kb)","chr10",80342692,80343350,659
"1408",1408,"peak2716",1.10786810315945,12.8194119324739,0.448898083576726,1.18427397105586,0.37904918502642,0.70465133989836,NA,NA,"Not Sig","Unchanged","Adamtsl5","Promoter (<=1kb)","chr10",80348275,80348519,245
"1417",1417,"peak2727",1.95037163431774,89.2013925470812,0.514724506641642,0.500407363385598,1.02861097638368,0.303662517950769,0.787490185804091,0.103754849954472,"Not Sig","Unchanged","Onecut3","Promoter (<=1kb)","chr10",80494711,80495646,936
"1433",1433,"peak2745",2.70546650047117,507.535588499613,2.09308240863008,0.340247921980903,6.15163906496263,7.66862420968731e-10,5.84757174912406e-08,7.233024440736,"Sig","Up","Lingo3","Promoter (<=1kb)","chr10",80843108,80844295,1188
"1456",1456,"peak2770",2.39859169371385,250.375421666622,1.62127070679607,0.352038082023355,4.6053844444264,4.11704554493375e-06,0.000129049579129801,3.88924340748511,"Sig","Up","Matk","Promoter (<=1kb)","chr10",81257126,81258170,1045
"1471",1471,"peak2787",1.68942331791231,48.9128893472457,-3.0920084645497,0.693257275640596,-4.4601168616551,8.1914975021341e-06,0.000237663313503991,3.6240378522324,"Sig","Down","Celf5","Promoter (<=1kb)","chr10",81472601,81473512,912
"1472",1472,"peak2788",2.88866812997155,773.870211926436,0.42047277416845,0.299378776752859,1.40448424143157,0.160174701026304,0.582411174097021,0.234770301273791,"Not Sig","Unchanged","Celf5","Promoter (<=1kb)","chr10",81481544,81482821,1278
"1509",1509,"peak2877",2.48403037558558,304.810817408399,-0.0106097616797387,0.326106190111957,-0.0325346834909704,0.974045657235692,0.998124480710443,0.000815292465742493,"Not Sig","Unchanged","Aldh1l2","Promoter (<=1kb)","chr10",83533181,83534297,1117
"1558",1558,"peak2953",3.13814555569389,1374.50256836694,0.330543935196913,0.273208414108262,1.20986001209293,0.226332613640421,0.696287135961437,0.157211628424263,"Not Sig","Unchanged","Anks1b","Promoter (<=1kb)","chr10",89872574,89874529,1956
"1559",1559,"peak2958",1.98416695475379,96.419961726088,-0.0225443083997399,0.51695273072489,-0.0436099996379311,0.965215280724024,0.997146899090265,0.00124085696942197,"Not Sig","Unchanged","Anks1b","Promoter (<=1kb)","chr10",90576351,90577258,908
"1560",1560,"peak2959",3.13402071632864,1361.50962643678,-0.415637488899799,0.286648535918384,-1.44998992430975,0.147061328958218,0.557034879357582,0.254117610143562,"Not Sig","Unchanged","Anks1b","Promoter (<=1kb)","chr10",90828787,90831398,2612
"1646",1646,"peak3150",2.96580151351066,924.275653813227,0.37274411911205,0.259408267238893,1.43690146455041,0.150745993737451,0.564254524898957,0.248524949519552,"Not Sig","Unchanged","Lgr5","Promoter (<=1kb)","chr10",115586249,115588149,1901
"1656",1656,"peak3172",3.08452854495314,1214.86646759847,-0.0304779467999049,0.29773947215769,-0.102364481870791,0.918467374900354,0.995623115493222,0.00190502888283545,"Not Sig","Unchanged","Frs2","Promoter (<=1kb)","chr10",117147651,117149027,1377
"1657",1657,"peak3173",1.70210111245929,50.3617847467755,0.769261569568901,0.628954023882367,1.2230807664135,0.221299192352218,0.68974092138187,0.161314007151358,"Not Sig","Unchanged","Frs2","Promoter (1-2kb)","chr10",117150210,117150391,182
"1682",1682,"peak3240",3.15677484295153,1434.7454064118,0.159347442834385,0.248441794014848,0.641387426243033,0.521271000191425,0.925231881659071,0.0337494107154558,"Not Sig","Unchanged","Tbc1d30","Promoter (<=1kb)","chr10",121309777,121311275,1499
"1683",1683,"peak3241",2.5740054889323,374.977741459346,0.148704088805736,0.30825573278552,0.482404941708584,0.629518311315125,0.960733218583498,0.0173971927498864,"Not Sig","Unchanged","Tbc1d30","Promoter (<=1kb)","chr10",121350535,121351680,1146
"1713",1713,"peak3296",3.26343998496475,1834.17168592203,1.21528274791729,0.256240779158825,4.74273748271746,2.1084942749639e-06,7.12545274086168e-05,4.14718753600559,"Sig","Up","Agap2","Promoter (<=1kb)","chr10",127078803,127080603,1801
"1715",1715,"peak3299",3.02841602058133,1067.61832748054,0.0905477928757445,0.269066938694149,0.336525153611202,0.736474886676827,0.981783395636241,0.00798431715826714,"Not Sig","Unchanged","B4galnt1","Promoter (<=1kb)","chr10",127165079,127166675,1597
"1725",1725,"peak3309",2.16253713072856,145.390868463352,0.951315617118225,0.435092134152626,2.18646935314283,0.0287812844758786,0.19575058289469,0.708296936051267,"Not Sig","Unchanged","Arhgap9","Promoter (1-2kb)","chr10",127326151,127327446,1296
"1748",1748,"peak3332",2.99898801561665,997.672532606841,0.450384222656901,0.264998083792867,1.69957539394488,0.0892108219625196,0.413819806343718,0.383188726865234,"Not Sig","Unchanged","Gls2","Promoter (<=1kb)","chr10",128193927,128195460,1534
"1749",1749,"peak3333",2.54902692316426,354.019287077186,0.169212612746898,0.314061650755909,0.538787885562035,0.590033223613887,0.951019421452988,0.0218106139314212,"Not Sig","Unchanged","Spryd4","Promoter (<=1kb)","chr10",128211091,128212168,1078
"1772",1772,"peak3356",2.61823954606565,415.182984126774,0.114043494980023,0.30421713499713,0.37487531720098,0.707753196690007,0.975850071545926,0.0106169017000895,"Not Sig","Unchanged","Dgka","Promoter (<=1kb)","chr10",128743456,128744227,772
"1836",1836,"peak3461",2.70923803634496,511.962364683561,-0.010304502243499,0.28891940955825,-0.0356656628201419,0.97154895022272,0.997717489305855,0.000992414829436967,"Not Sig","Unchanged","Nefh","Promoter (<=1kb)","chr11",4946986,4948321,1336
"1838",1838,"peak3463",1.78640087589347,61.1506215813291,0.0788615436178108,0.6260849401902,0.125959815602422,0.899763733661684,0.993771129640492,0.0027136242336229,"Not Sig","Unchanged","Rasl10a","Promoter (<=1kb)","chr11",5057843,5058460,618
"1839",1839,"peak3464",1.67701107597701,47.5347348752073,-0.631768695747423,0.667188049031223,-0.94691248841278,0.34368337371352,0.824500468288631,0.083809093354683,"Not Sig","Unchanged","Rasl10a","Promoter (2-3kb)","chr11",5061714,5062099,386
"1856",1856,"peak3487",3.15819187216248,1439.43438275761,0.985839635464143,0.290382363979669,3.3949707618372,0.000686359299504547,0.0105553807980043,1.97652609438012,"Not Sig","Unchanged","Camk2b","Promoter (<=1kb)","chr11",6064176,6066142,1967
"1873",1873,"peak3511",2.05179802241618,112.667335169022,0.202356012175845,0.479677160634772,0.421858759979443,0.67312811309526,0.968630836362538,0.0138417093046335,"Not Sig","Unchanged","Adcy1","Promoter (<=1kb)","chr11",7063052,7063465,414
"1874",1874,"peak3512",3.22755994155069,1688.72892264848,1.76490285811648,0.26542908428747,6.64924442193014,2.94601421322028e-11,2.81480418259934e-09,8.55055181231337,"Sig","Up","Adcy1","Promoter (<=1kb)","chr11",7063532,7065625,2094
"1875",1875,"peak3513",2.1832683591572,152.499478718295,3.46858845729319,0.477258439529959,7.26773624099623,3.65561671184773e-13,4.80501531445134e-11,10.3183052238183,"Sig","Up","Adcy1","Promoter (2-3kb)","chr11",7065823,7066395,573
