"","res_1.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation","seqnames","start","end","width"
"61","peak138",2.03924953298357,109.45851024063,-2.07302612877872,0.471266974839308,-4.39883598778714,1.08833034375526e-05,0.000306057532012782,3.51419692813559,"Sig","Down","Tfap2b","Promoter (<=1kb)","chr1",19209658,19210574,917
"62","peak139",1.35396898832093,22.5927443638355,-1.88930548853857,0.990729241849837,-1.90698468232446,0.0565225710781409,0.3087623151246,0.510375711354967,"Not Sig","Unchanged","Tfap2b","Promoter (1-2kb)","chr1",19210721,19210908,188
"63","peak140",1.57461467492386,37.5504092776747,-1.35470708301703,0.72227819992695,-1.87560289533042,0.0607098285488231,0.323554554436615,0.490052482558606,"Not Sig","Unchanged","Tfap2b","Promoter (<=1kb)","chr1",19214025,19214313,289
"64","peak144",2.58014928143147,380.320102500637,-0.864489972731325,0.309574559749744,-2.79250973797772,0.00523008933421209,0.0546700594684709,1.26225045369552,"Not Sig","Unchanged","Mcm3","Promoter (<=1kb)","chr1",20819657,20820441,785
"65","peak145",3.03322741572084,1079.5118542109,0.277521792696419,0.269572668676028,1.02948787078242,0.303250476536506,0.787072011407018,0.103985531013263,"Not Sig","Unchanged","Paqr8","Promoter (<=1kb)","chr1",20890322,20891916,1595
"66","peak146",2.3531772108891,225.515922671498,0.552930628402754,0.367119678598165,1.50613181650764,0.132033338448397,0.524670979626825,0.280112956644967,"Not Sig","Unchanged","Efhc1","Promoter (<=1kb)","chr1",20951231,20952150,920
"67","peak147",2.72956578245527,536.495128042757,0.157664776878446,0.313084696107283,0.50358506448498,0.614552990194932,0.957366543950234,0.0189217534068956,"Not Sig","Unchanged","Tram2","Promoter (<=1kb)","chr1",21078675,21079918,1244
"68","peak150",2.47867971262965,301.078478478442,0.220805956100767,0.345721384241661,0.638681800332092,0.523029954676704,0.925522887199923,0.0336128371361107,"Not Sig","Unchanged","Tmem14a","Promoter (<=1kb)","chr1",21218438,21219285,848
"69","peak154",3.10816723416648,1282.82446592993,-0.451747627173846,0.272106633804616,-1.66018601184938,0.0968770377975854,0.436185012536403,0.360329261005283,"Not Sig","Unchanged","Kcnq5","Promoter (<=1kb)","chr1",21960347,21962410,2064
"70","peak160",3.18332229663898,1525.18419665052,0.890587097091345,0.272827252138061,3.26428936300203,0.00109739026286797,0.0154759998481873,1.81034128321103,"Not Sig","Unchanged","Rims1","Promoter (<=1kb)","chr1",22804245,22806675,2431
"71","peak164",2.92755636565361,846.362408274875,0.226719886020871,0.33197570352706,0.682941202058153,0.494643997267337,0.915454527529114,0.0383632231084874,"Not Sig","Unchanged","Ogfrl1","Promoter (<=1kb)","chr1",23382398,23383500,1103
"72","peak165",3.09411840002169,1241.99086059668,0.170834015953674,0.253451310013441,0.674030905362513,0.500291665397847,0.916480651703481,0.037876699220161,"Not Sig","Unchanged","B3gat2","Promoter (<=1kb)","chr1",23761643,23763547,1905
"73","peak166",2.9160298782248,824.194815321049,0.103708720432387,0.358352558971944,0.289404157542257,0.772272113804358,0.985953190497263,0.00614370330555157,"Not Sig","Unchanged","Smap1","Promoter (<=1kb)","chr1",23921477,23922460,984
"74","peak167",2.53789517238365,345.060440489535,0.101362559234627,0.311446589039953,0.325457278395891,0.744835010993678,0.983578020285395,0.00719118486970011,"Not Sig","Unchanged","Sdhaf4","Promoter (<=1kb)","chr1",24005023,24005817,795
"75","peak168",3.16929475470235,1476.70843198421,0.0584562148732849,0.267482049133087,0.218542571595897,0.827006392487619,0.991309308651691,0.00379081566462689,"Not Sig","Unchanged","Fam135a","Promoter (<=1kb)","chr1",24099322,24100887,1566
"76","peak175",2.72240863756741,527.72617746598,0.660469207757514,0.283812933247804,2.32712864843563,0.0199584191580013,0.150453342898609,0.822598158297509,"Not Sig","Unchanged","Col19a1","Promoter (<=1kb)","chr1",24586342,24587611,1270
"77","peak178",3.00788470446519,1018.32101056515,0.263771982170835,0.285130359437175,0.925092588146351,0.354917748137676,0.832483581672932,0.0796243229377508,"Not Sig","Unchanged","Lmbrd1","Promoter (<=1kb)","chr1",24678229,24679476,1248
"78","peak181",2.54487655545737,350.652189859307,0.435806208797347,0.316069741484359,1.37882926328433,0.167947401915016,0.597155830689653,0.223912322844472,"Not Sig","Unchanged","Adgrb3","Promoter (<=1kb)","chr1",25227990,25229340,1351
"79","peak182",3.13807149856941,1374.26820428073,-0.100936202850927,0.255416003032996,-0.395183550178286,0.692707431822535,0.972406183642775,0.0121522880913545,"Not Sig","Unchanged","Adgrb3","Promoter (<=1kb)","chr1",25829036,25830999,1964
"80","peak201",3.11401856294741,1300.22515206501,0.264848026739761,0.341540539210817,0.775451216865014,0.4380730809294,0.8860842829526,0.0525249667355925,"Not Sig","Unchanged","Phf3","Promoter (<=1kb)","chr1",30872660,30874288,1629
"81","peak202",3.13163274226475,1354.04389143196,-0.10983577864447,0.281525678151674,-0.390144797325719,0.696429478791751,0.972819652924114,0.0119676643560016,"Not Sig","Unchanged","Ptp4a1","Promoter (<=1kb)","chr1",30948616,30950296,1681
"82","peak204",2.61685039698627,413.857087392876,-0.249909578083364,0.309886317639771,-0.806455670540037,0.419980158469177,0.873708613523226,0.0586333827417503,"Not Sig","Unchanged","Khdrbs2","Promoter (<=1kb)","chr1",32172508,32173383,876
"83","peak210",2.92939958115209,849.962139717737,-0.0870995552937898,0.267454094640564,-0.325661700602656,0.744680324313748,0.983578020285395,0.00719118486970011,"Not Sig","Unchanged","Prim2","Promoter (<=1kb)","chr1",33669258,33670735,1478
"84","peak211",2.87239150148511,745.403626765369,0.0635796877726904,0.325042799875963,0.195604049057393,0.844920090814886,0.992161666657211,0.00341755645811652,"Not Sig","Unchanged","Rab23","Promoter (<=1kb)","chr1",33719743,33720733,991
"85","peak212",2.71225263618408,515.528448680425,0.497767807500874,0.305786512536116,1.62782787040708,0.103561389133531,0.45424576122342,0.342709116603016,"Not Sig","Unchanged","Bag2","Promoter (<=1kb)","chr1",33757181,33758130,950
"86","peak213",2.97903622816361,952.875648098448,-0.263541872854311,0.29493782642006,-0.893550603709158,0.371562385510114,0.844463193892924,0.073419274497409,"Not Sig","Unchanged","Zfp451","Promoter (<=1kb)","chr1",33813424,33814646,1223
"87","peak214",1.42788526387261,26.7846060964194,-0.122151764218356,0.849214387484165,-0.143840902861097,0.885626102899277,0.992949428610957,0.00307286976693903,"Not Sig","Unchanged","Gm15455","Promoter (<=1kb)","chr1",33838748,33839000,253
"88","peak216",3.03553808927194,1085.27072781474,0.525322033881506,0.291773826597776,1.80044262368224,0.0717907756428183,0.36063647451822,0.442930351155191,"Not Sig","Unchanged","Dst","Promoter (<=1kb)","chr1",33906962,33909058,2097
"89","peak219",2.66056035857867,457.678338951338,-0.203191230510328,0.307973126332433,-0.659769353677305,0.509401852720471,0.920260912356738,0.0360890240326485,"Not Sig","Unchanged","Dst","Promoter (<=1kb)","chr1",34005784,34006896,1113
"90","peak220",2.70203847972902,503.545222353451,-0.319956885335657,0.333224023805289,-0.960185528287766,0.336961848961572,0.818945688900271,0.0867448989636676,"Not Sig","Unchanged","Dst","Promoter (<=1kb)","chr1",34011112,34012234,1123
"91","peak221",1.52407742918402,33.4254628064161,-0.349902179353152,0.752635089427889,-0.464902825111606,0.642001047303259,0.964158780986422,0.0158514390973494,"Not Sig","Unchanged","Dst","Promoter (<=1kb)","chr1",34236296,34236865,570
"92","peak222",2.291161567906,195.506665192635,0.386770834200041,0.373632922756802,1.0351626172188,0.300592973663418,0.783779063712882,0.105806341566522,"Not Sig","Unchanged","Mir5103","Promoter (<=1kb)","chr1",34432698,34433421,724
"93","peak223",2.3918230923021,246.503501293855,0.440569526748237,0.355989148018037,1.23759257606896,0.215867168563044,0.68212190294639,0.166138005041447,"Not Sig","Unchanged","Mir5103","Promoter (1-2kb)","chr1",34434796,34435350,555
"94","peak224",3.0251236328983,1059.55531144108,-0.0965316835354243,0.266728854995715,-0.361909413726441,0.717419724995437,0.978205497012703,0.00956990099584858,"Not Sig","Unchanged","Imp4","Promoter (<=1kb)","chr1",34438844,34440497,1654
"95","peak225",2.59304325902079,391.780899510171,0.593689526016306,0.307164976951773,1.93280344623899,0.0532604156545675,0.297445668741271,0.526592350677362,"Not Sig","Unchanged","Ptpn18","Promoter (<=1kb)","chr1",34459267,34460386,1120
"96","peak226",2.05510362949318,113.528167941723,-0.340437687683478,0.455242314704595,-0.747816441238303,0.454570883703787,0.89666660261975,0.0473690057379498,"Not Sig","Unchanged","Ptpn18","Promoter (<=1kb)","chr1",34472519,34473278,760
"97","peak228",1.10349868164322,12.6910829189782,0.884719015572103,1.29900447492601,0.681074648047303,0.495824257701112,NA,NA,"Not Sig","Unchanged","Cfc1","Promoter (1-2kb)","chr1",34536927,34537247,321
"98","peak229",2.82049666712534,661.449461350928,0.98054603387143,0.295130668612876,3.32241321608503,0.00089242427051157,0.0130978814433934,1.88279894494349,"Not Sig","Unchanged","Amer3","Promoter (<=1kb)","chr1",34578954,34580468,1515
"99","peak233",2.414662394296,259.813907331852,-0.411792428500498,0.338545999418434,-1.21635591384299,0.223849370336216,0.693175646846141,0.15915670364151,"Not Sig","Unchanged","Arhgef4","Promoter (<=1kb)","chr1",34677867,34679286,1420
"100","peak234",2.93304269829761,857.122110302722,0.835525744538663,0.293030056139358,2.85133121000157,0.00435365939104387,0.0471666259436816,1.32636518982279,"Not Sig","Unchanged","Arhgef4","Promoter (<=1kb)","chr1",34750161,34751523,1363
"101","peak235",2.39623595395372,249.020989195549,-0.584253715557819,0.361563086973779,-1.61591085098847,0.106113589217427,0.461526215918063,0.335803624854353,"Not Sig","Unchanged","Arhgef4","Promoter (<=1kb)","chr1",34801508,34802479,972
"102","peak237",2.86868264107197,739.065008931322,-0.309684977596202,0.312697629482396,-0.990365606892574,0.321995449768795,0.80646317985571,0.0934154561119975,"Not Sig","Unchanged","Fam168b","Promoter (<=1kb)","chr1",34841744,34843505,1762
"103","peak238",2.71759774337002,521.912553927689,0.4121008862891,0.301238386848895,1.36802248411924,0.171305038343488,0.603299739740381,0.219466862035396,"Not Sig","Unchanged","Plekhb2","Promoter (<=1kb)","chr1",34849787,34850811,1025
"104","peak247",3.05404142883216,1132.50839192176,0.272701170367175,0.285077627057845,0.956585661181477,0.33877642900355,0.820302663253786,0.0860258784349539,"Not Sig","Unchanged","Hs6st1","Promoter (<=1kb)","chr1",36068233,36069982,1750
"105","peak249",2.93217424833035,855.409852959121,-0.149257882790958,0.273455807889665,-0.545820854721729,0.585189086409879,0.950033333554047,0.0222611564747165,"Not Sig","Unchanged","Uggt1","Promoter (<=1kb)","chr1",36243540,36244441,902
"106","peak255",2.6085671329375,406.038423536467,0.430373325569788,0.304164275346173,1.41493712593294,0.15708693146528,0.576713277428868,0.239040049893571,"Not Sig","Unchanged","Arid5a","Promoter (<=1kb)","chr1",36307639,36308502,864
"107","peak256",2.92037222224711,832.47695928753,-0.154540992413553,0.321450317410523,-0.480761673089871,0.630685892958814,0.96088766631994,0.0173273810608579,"Not Sig","Unchanged","Kansl3","Promoter (<=1kb)","chr1",36368187,36369259,1073
"108","peak258",2.82137909154306,662.79479857792,0.293179546572918,0.295935531925674,0.990687210370371,0.321838338116223,0.806397615947017,0.0934507648551292,"Not Sig","Unchanged","Lman2l","Promoter (<=1kb)","chr1",36444559,36445415,857
"109","peak259",3.11360833185486,1298.99754967322,1.20421162345293,0.27491516628981,4.38030262100372,1.1851460200979e-05,0.000327477456029606,3.48481859203537,"Sig","Up","Cnnm4","Promoter (<=1kb)","chr1",36470980,36474073,3094
"110","peak260",3.11915625959185,1315.69813655365,-0.00184736796425338,0.331791810268045,-0.00556785281336796,0.99555751915695,0.999089779091255,0.000395483934171382,"Not Sig","Unchanged","Cnnm3","Promoter (<=1kb)","chr1",36511749,36513355,1607
"111","peak261",2.41073069687115,257.472409254985,0.560051683855471,0.358292377774555,1.56311358710474,0.118025880352511,0.491795420288746,0.308215519827857,"Not Sig","Unchanged","Ankrd39","Promoter (<=1kb)","chr1",36546553,36547358,806
"112","peak262",3.44911441124287,2812.64169969909,-0.1757597534528,0.261318872096385,-0.672587295524423,0.501209886409641,0.91655066829043,0.037843521590257,"Not Sig","Unchanged","Sema4c","Promoter (<=1kb)","chr1",36556290,36558520,2231
"113","peak263",3.01014555510829,1023.6360094985,0.515590654121739,0.271791478162299,1.89700816820259,0.0578268600521503,0.313333823679741,0.503992721477711,"Not Sig","Unchanged","Cox5b","Promoter (<=1kb)","chr1",36691232,36692496,1265
"114","peak264",3.03276105713715,1078.35326382411,-0.0224451469260224,0.279237626947499,-0.0803800948009148,0.935934957720694,0.996541936332834,0.00150442066171398,"Not Sig","Unchanged","Actr1b","Promoter (<=1kb)","chr1",36709071,36710112,1042
"115","peak265",0.914840612155431,8.21940938911952,-0.33223287921979,1.44086194345363,-0.230579258984004,0.817641682377123,NA,NA,"Not Sig","Unchanged","Zap70","Promoter (<=1kb)","chr1",36771037,36771199,163
"116","peak267",3.20203252607802,1592.32797849645,-0.00348880030586268,0.328105512466602,-0.0106331657753474,0.991516121066212,0.998650584668205,0.000586439396599179,"Not Sig","Unchanged","Tmem131","Promoter (<=1kb)","chr1",36938615,36940306,1692
"117","peak268",2.23932508789038,173.510230964587,-0.96343107604523,0.387613852735296,-2.48554345838399,0.0129353792273698,0.10951800967913,0.960514457434562,"Not Sig","Unchanged","Vwa3b","Promoter (<=1kb)","chr1",37028743,37029739,997
